frame,det_score,det_box,best_lost_track_id,best_lost_track_box,iou_overlap_with_lost,could_rescue_lost_track,rescued,n_dlow_this_frame,n_newly_lost_this_frame
28,0.3917,"[-307.0, -25.0, 92.0, 1149.5]",1,"[-224.87263525034683, 224.60585509096632, 142.93560064341324, 1104.1581829949712]",0.5428,True,False,4,1
28,0.2314,"[1796.9, 260.6, 2131.7, 1135.4]",,,0.0,False,False,4,1
28,0.1273,"[89.4, 369.2, 130.1, 464.4]",1,"[-224.87263525034683, 224.60585509096632, 142.93560064341324, 1104.1581829949712]",0.012,False,False,4,1
29,0.5277,"[84.7, 367.9, 124.9, 463.1]",,,0.0,False,False,10,0
29,0.4555,"[88.9, 638.6, 117.6, 700.7]",,,0.0,False,False,10,0
29,0.3704,"[1076.6, 331.8, 1123.9, 483.0]",,,0.0,False,False,10,0
29,0.2626,"[1295.3, 324.0, 1325.0, 419.9]",,,0.0,False,False,10,0
29,0.2159,"[-354.0, -18.9, 72.2, 1167.1]",,,0.0,False,False,10,0
29,0.1656,"[382.7, 346.6, 455.6, 544.4]",,,0.0,False,False,10,0
29,0.1387,"[364.8, 347.3, 438.4, 553.8]",,,0.0,False,False,10,0
29,0.1356,"[357.8, 347.0, 421.2, 544.0]",,,0.0,False,False,10,0
29,0.1023,"[-219.4, 263.2, 48.0, 1212.3]",,,0.0,False,False,10,0
29,0.101,"[1827.9, 280.1, 2103.3, 1056.4]",,,0.0,False,False,10,0
30,0.4159,"[1594.4, 301.9, 1680.8, 516.4]",15,"[1608.614042396828, 301.44412661634806, 1678.992402915672, 503.55843686021444]",0.7646,True,False,8,2
30,0.4039,"[855.9, 322.0, 915.3, 508.3]",,,0.0,False,False,8,2
30,0.2179,"[82.0, 367.9, 119.5, 461.0]",,,0.0,False,False,8,2
30,0.1578,"[1294.0, 323.8, 1322.3, 417.8]",,,0.0,False,False,8,2
30,0.1564,"[992.9, 294.3, 1065.8, 524.5]",13,"[991.5138958008828, 297.2559397242015, 1072.2737018553673, 532.4972951390797]",0.8621,True,False,8,2
30,0.1455,"[350.7, 339.0, 425.6, 540.7]",,,0.0,False,False,8,2
30,0.1066,"[334.6, 335.5, 404.7, 534.6]",,,0.0,False,False,8,2
30,0.1023,"[375.6, 347.3, 451.2, 547.8]",,,0.0,False,False,8,2
31,0.5629,"[986.2, 292.6, 1063.1, 517.4]",,,0.0,False,False,7,0
31,0.5527,"[1059.8, 328.4, 1105.7, 483.0]",,,0.0,False,False,7,0
31,0.4623,"[71.8, 362.1, 112.8, 460.0]",,,0.0,False,False,7,0
31,0.3237,"[1595.7, 321.3, 1671.3, 507.6]",,,0.0,False,False,7,0
31,0.2489,"[74.2, 635.9, 103.8, 700.7]",,,0.0,False,False,7,0
31,0.2465,"[1287.9, 323.7, 1316.2, 419.5]",,,0.0,False,False,7,0
31,0.1283,"[358.8, 337.8, 440.4, 546.4]",,,0.0,False,False,7,0
32,0.5128,"[983.5, 293.5, 1060.4, 517.7]",,,0.0,False,False,5,0
32,0.3478,"[1283.2, 322.7, 1311.5, 414.5]",,,0.0,False,False,5,0
32,0.336,"[62.4, 361.1, 104.0, 463.1]",,,0.0,False,False,5,0
32,0.151,"[65.1, 623.4, 99.7, 702.7]",,,0.0,False,False,5,0
32,0.1136,"[1440.5, 369.9, 1483.7, 482.0]",,,0.0,False,False,5,0
33,0.4932,"[974.7, 290.6, 1055.7, 516.0]",,,0.0,False,False,3,0
33,0.4839,"[57.2, 630.8, 91.0, 706.1]",,,0.0,False,False,3,0
33,0.1742,"[54.4, 359.4, 96.1, 458.7]",,,0.0,False,False,3,0
34,0.4026,"[47.9, 627.8, 81.1, 700.0]",,,0.0,False,False,1,0
35,0.3539,"[-16.1, 360.5, 20.2, 459.0]",17,"[-14.795615629782425, 360.3007782128555, 20.755302862753616, 462.152468857457]",0.9186,True,False,5,1
35,0.2925,"[1509.3, 356.1, 1549.8, 496.5]",,,0.0,False,False,5,1
35,0.2245,"[41.8, 356.4, 79.7, 451.6]",,,0.0,False,False,5,1
35,0.1938,"[332.8, 323.5, 423.9, 531.9]",,,0.0,False,False,5,1
35,0.1133,"[294.1, 328.6, 384.8, 534.6]",,,0.0,False,False,5,1
36,0.5293,"[34.3, 353.0, 75.3, 450.9]",,,0.0,False,False,3,0
36,0.5091,"[1503.9, 351.3, 1552.5, 495.8]",,,0.0,False,False,3,0
36,0.339,"[-17.6, 359.4, 17.4, 453.9]",,,0.0,False,False,3,0
37,0.3126,"[1508.0, 338.9, 1551.2, 494.8]",,,0.0,False,False,4,0
37,0.2562,"[-20.9, 355.1, 13.2, 448.9]",,,0.0,False,False,4,0
37,0.2045,"[1262.2, 315.7, 1292.0, 410.7]",,,0.0,False,False,4,0
37,0.1589,"[1508.0, 272.2, 1672.7, 905.8]",,,0.0,False,False,4,0
38,0.3466,"[167.3, 347.6, 207.4, 447.5]",11,"[165.5279873235023, 344.4955706182824, 210.0442783014977, 456.60025457703006]",0.8023,True,False,4,1
38,0.2851,"[1509.3, 321.3, 1557.9, 492.1]",,,0.0,False,False,4,1
38,0.2778,"[1514.7, 435.4, 1630.8, 792.5]",,,0.0,False,False,4,1
38,0.1935,"[26.5, 351.7, 66.4, 444.2]",,,0.0,False,False,4,1
39,0.5488,"[1509.3, 319.4, 1552.5, 491.4]",,,0.0,False,False,5,0
39,0.2311,"[1513.4, 411.4, 1640.2, 800.6]",,,0.0,False,False,5,0
39,0.1888,"[951.8, 284.5, 1046.2, 498.5]",,,0.0,False,False,5,0
39,0.1796,"[1509.3, 311.5, 1655.1, 880.2]",,,0.0,False,False,5,0
39,0.1053,"[463.4, 270.2, 587.6, 613.6]",,,0.0,False,False,5,0
40,0.5327,"[1508.0, 304.6, 1559.2, 488.0]",,,0.0,False,False,6,2
40,0.4622,"[985.5, 311.5, 1054.3, 496.5]",10,"[992.9986013729919, 313.57427954231594, 1049.1306710879455, 482.49456811393406]",0.7446,True,False,6,2
40,0.1704,"[23.5, 350.7, 62.6, 442.5]",,,0.0,False,False,6,2
40,0.1697,"[963.9, 304.8, 1040.8, 498.5]",10,"[992.9986013729919, 313.57427954231594, 1049.1306710879455, 482.49456811393406]",0.4957,True,False,6,2
40,0.1619,"[1514.7, 405.7, 1655.1, 848.5]",,,0.0,False,False,6,2
40,0.142,"[1001.0, 313.9, 1053.7, 476.6]",10,"[992.9986013729919, 313.57427954231594, 1049.1306710879455, 482.49456811393406]",0.7656,True,False,6,2
41,0.543,"[949.1, 273.4, 1038.2, 515.0]",13,"[950.3911177168706, 270.36752403061604, 1040.2499955643793, 524.2259818287589]",0.9166,True,False,8,1
41,0.4991,"[18.5, 350.3, 60.2, 446.9]",,,0.0,False,False,8,1
41,0.3572,"[449.9, 251.1, 583.5, 634.5]",,,0.0,False,False,8,1
41,0.2878,"[-23.4, 357.1, 12.3, 447.5]",,,0.0,False,False,8,1
41,0.1738,"[982.1, 310.5, 1045.6, 486.7]",13,"[950.3911177168706, 270.36752403061604, 1040.2499955643793, 524.2259818287589]",0.4312,True,False,8,1
41,0.1422,"[1506.6, 408.4, 1633.5, 786.4]",,,0.0,False,False,8,1
41,0.117,"[1505.2, 398.2, 1653.8, 892.4]",,,0.0,False,False,8,1
41,0.1107,"[40.1, 633.2, 62.1, 680.4]",,,0.0,False,False,8,1
42,0.5297,"[-18.8, 355.7, 11.0, 444.8]",,,0.0,False,False,5,0
42,0.341,"[984.2, 313.4, 1044.9, 479.6]",,,0.0,False,False,5,0
42,0.2821,"[442.8, 250.1, 580.5, 655.1]",,,0.0,False,False,5,0
42,0.1113,"[963.9, 296.5, 1039.5, 493.4]",,,0.0,False,False,5,0
42,0.1004,"[1429.7, 352.7, 1472.9, 468.8]",,,0.0,False,False,5,0
43,0.3354,"[1499.9, 272.9, 1678.1, 942.3]",,,0.0,False,False,3,1
43,0.2863,"[-20.0, 355.1, 11.0, 446.2]",,,0.0,False,False,3,1
43,0.2735,"[26.9, 633.2, 52.4, 689.9]",18,"[26.39580381587698, 634.8237639822037, 48.63352357670114, 684.5749176584212]",0.7348,True,False,3,1
44,0.4826,"[94.0, 356.7, 128.1, 452.6]",12,"[96.39082342128759, 357.8494895932047, 131.42367548007962, 456.9162574771078]",0.8037,True,False,2,3
44,0.145,"[19.4, 354.7, 61.6, 445.2]",,,0.0,False,False,2,3
45,0.3097,"[91.6, 358.8, 121.7, 442.5]",,,0.0,False,False,4,3
45,0.1981,"[1433.7, 354.4, 1482.3, 475.9]",,,0.0,False,False,4,3
45,0.1857,"[22.4, 356.4, 62.4, 446.9]",,,0.0,False,False,4,3
45,0.1013,"[1792.8, 240.6, 1887.3, 504.6]",,,0.0,False,False,4,3
46,0.4467,"[978.1, 304.6, 1060.4, 529.9]",13,"[976.3016177044689, 304.1697271854765, 1055.3849057330312, 523.9564324824923]",0.8938,True,False,6,1
46,0.3365,"[1707.8, 304.4, 1759.1, 437.4]",,,0.0,False,False,6,1
46,0.2467,"[1439.1, 354.4, 1482.3, 469.1]",,,0.0,False,False,6,1
46,0.1754,"[430.7, 265.3, 560.2, 623.7]",,,0.0,False,False,6,1
46,0.1364,"[1490.4, 219.9, 1719.9, 863.3]",,,0.0,False,False,6,1
46,0.1353,"[161.0, -511.0, 1217.7, 1806.3]",,,0.0071,False,False,6,1
47,0.5375,"[929.5, 307.8, 994.3, 498.2]",,,0.0,False,False,6,0
47,0.4203,"[976.1, 305.1, 1057.1, 532.6]",,,0.0,False,False,6,0
47,0.2222,"[1869.8, 258.2, 1940.0, 482.3]",,,0.0,False,False,6,0
47,0.176,"[1809.0, 235.1, 1898.1, 513.7]",,,0.0,False,False,6,0
47,0.1311,"[1444.5, 353.0, 1490.4, 473.2]",,,0.0,False,False,6,0
47,0.1128,"[1316.2, 354.4, 1364.9, 452.9]",,,0.0,False,False,6,0
48,0.5332,"[1501.2, 292.6, 1560.6, 482.3]",,,0.0,False,False,4,0
48,0.3582,"[1757.7, 279.6, 1803.6, 432.7]",,,0.0,False,False,4,0
48,0.1267,"[1722.6, 277.9, 1768.5, 428.0]",,,0.0,False,False,4,0
48,0.1118,"[53.0, 644.0, 76.4, 694.6]",,,0.0,False,False,4,0
49,0.4993,"[1545.8, 275.6, 1594.4, 494.8]",15,"[1532.660271971361, 278.9504902444871, 1594.7054506848892, 492.2118632711379]",0.7666,True,False,5,1
49,0.4168,"[1516.1, 291.9, 1567.4, 488.4]",15,"[1532.660271971361, 278.9504902444871, 1594.7054506848892, 492.2118632711379]",0.4131,True,False,5,1
49,0.255,"[64.1, 642.6, 88.1, 694.6]",,,0.0,False,False,5,1
49,0.2116,"[37.2, 683.1, 52.9, 714.2]",,,0.0,False,False,5,1
49,0.1075,"[1227.2, 294.3, 1281.2, 473.9]",,,0.0,False,False,5,1
50,0.1777,"[1784.7, 273.0, 1833.3, 429.6]",,,0.0,False,False,1,0
51,0.4474,"[1796.9, 269.8, 1842.8, 428.6]",,,0.0,False,False,5,1
51,0.4307,"[1559.2, 270.7, 1616.0, 491.4]",15,"[1559.763310845205, 269.7903671589371, 1623.47179657667, 492.5636367473129]",0.8669,True,False,5,1
51,0.3839,"[1533.6, 287.9, 1587.6, 479.6]",15,"[1559.763310845205, 269.7903671589371, 1623.47179657667, 492.5636367473129]",0.2778,False,False,5,1
51,0.2272,"[1807.7, 269.7, 1850.9, 427.6]",,,0.0,False,False,5,1
51,0.1451,"[1625.4, 346.6, 1687.5, 480.3]",,,0.0,False,False,5,1
52,0.4763,"[1821.2, 266.0, 1864.4, 423.9]",,,0.0,False,False,7,0
52,0.4321,"[1539.0, 285.5, 1590.3, 481.3]",,,0.0,False,False,7,0
52,0.3396,"[376.7, 347.6, 459.7, 583.2]",,,0.0,False,False,7,0
52,0.2464,"[378.7, 331.4, 482.6, 623.7]",,,0.0,False,False,7,0
52,0.1349,"[1768.5, 270.7, 1814.4, 429.3]",,,0.0,False,False,7,0
52,0.133,"[378.7, 359.4, 446.9, 555.2]",,,0.0,False,False,7,0
52,0.104,"[398.9, 302.7, 515.7, 665.2]",,,0.0,False,False,7,0
53,0.3588,"[380.4, 238.8, 551.8, 766.8]",,,0.0,False,False,5,1
53,0.2353,"[383.1, 293.8, 509.3, 635.9]",,,0.0,False,False,5,1
53,0.2041,"[1778.0, 268.1, 1823.9, 426.6]",,,0.0,False,False,5,1
53,0.1619,"[1258.9, 304.6, 1294.0, 430.7]",,,0.0,False,False,5,1
53,0.1369,"[1794.2, 294.0, 1829.2, 420.9]",,,0.0,False,False,5,1
54,0.5383,"[1837.4, 266.3, 1883.3, 423.9]",,,0.0,False,False,6,0
54,0.4067,"[393.5, 231.7, 605.5, 824.8]",,,0.0,False,False,6,0
54,0.2962,"[245.9, 348.6, 296.2, 484.3]",,,0.0,False,False,6,0
54,0.1444,"[1265.0, 291.9, 1314.9, 468.8]",,,0.0,False,False,6,0
54,0.1265,"[388.8, 322.1, 459.7, 534.6]",,,0.0,False,False,6,0
54,0.1031,"[1373.6, 586.2, 1408.1, 674.7]",,,0.0,False,False,6,0
55,0.3969,"[1792.8, 270.7, 1841.4, 424.6]",,,0.0,False,False,3,0
55,0.3754,"[438.1, 303.2, 567.0, 657.5]",,,0.0,False,False,3,0
55,0.26,"[1559.2, 284.2, 1602.5, 457.0]",,,0.0,False,False,3,0
56,0.3451,"[377.3, 272.2, 525.8, 709.4]",,,0.0,False,False,6,1
56,0.2636,"[1802.2, 271.4, 1848.2, 426.6]",19,"[1846.7305437337366, 273.5467280664966, 1891.6608136881384, 427.48934371084715]",0.0157,False,False,6,1
56,0.2577,"[1842.8, 271.4, 1891.4, 432.0]",19,"[1846.7305437337366, 273.5467280664966, 1891.6608136881384, 427.48934371084715]",0.8744,True,False,6,1
56,0.2077,"[428.6, 309.0, 567.7, 656.1]",,,0.0,False,False,6,1
56,0.1545,"[372.6, 287.6, 497.5, 652.7]",,,0.0,False,False,6,1
56,0.1237,"[1853.6, 271.0, 1899.5, 411.4]",19,"[1846.7305437337366, 273.5467280664966, 1891.6608136881384, 427.48934371084715]",0.6481,True,False,6,1
57,0.4241,"[404.7, 268.1, 561.3, 665.6]",,,0.0,False,False,4,0
57,0.377,"[1863.0, 272.0, 1906.2, 424.6]",,,0.0,False,False,4,0
57,0.3256,"[253.0, 348.3, 311.3, 515.0]",,,0.0,False,False,4,0
57,0.3161,"[1807.7, 277.4, 1850.9, 421.2]",,,0.0,False,False,4,0
58,0.4605,"[441.1, 289.4, 559.9, 644.0]",,,0.0,False,False,6,0
58,0.445,"[400.3, 262.7, 567.0, 659.5]",,,0.0,False,False,6,0
58,0.392,"[1811.7, 277.6, 1860.3, 434.4]",,,0.0,False,False,6,0
58,0.3048,"[475.5, 319.6, 534.3, 493.8]",,,0.0,False,False,6,0
58,0.1937,"[465.8, 325.0, 523.8, 491.7]",,,0.0,False,False,6,0
58,0.1084,"[1880.6, 441.5, 2074.9, 1094.8]",,,0.0,False,False,6,0
59,0.4956,"[390.8, 268.3, 551.5, 699.3]",,,0.0,False,False,7,2
59,0.4553,"[430.7, 281.6, 551.5, 648.7]",,,0.0,False,False,7,2
59,0.2881,"[468.5, 322.0, 533.2, 508.3]",,,0.0,False,False,7,2
59,0.1743,"[460.7, 320.3, 521.4, 494.4]",,,0.0,False,False,7,2
59,0.1281,"[479.9, 321.8, 539.3, 486.7]",,,0.0,False,False,7,2
59,0.1219,"[457.3, 307.5, 541.7, 581.5]",,,0.0,False,False,7,2
59,0.1163,"[1868.4, 279.8, 1922.4, 435.0]",,,0.0,False,False,7,2
60,0.4878,"[1001.7, 304.8, 1066.5, 503.2]",8,"[1000.9941289391394, 311.62651560710447, 1059.2627069983605, 506.6737163264892]",0.8357,True,False,17,2
60,0.3995,"[1362.2, 326.7, 1408.1, 467.1]",,,0.0,False,False,17,2
60,0.2879,"[1553.9, 355.1, 1602.5, 482.6]",,,0.0,False,False,17,2
60,0.2574,"[346.6, 246.9, 499.8, 754.7]",,,0.0,False,False,17,2
60,0.2417,"[1730.7, 366.9, 1784.7, 500.5]",,,0.0,False,False,17,2
60,0.2323,"[451.6, 313.9, 517.0, 488.7]",,,0.0,False,False,17,2
60,0.1779,"[428.6, 313.7, 509.6, 532.6]",,,0.0,False,False,17,2
60,0.1741,"[438.1, 313.0, 503.6, 494.8]",,,0.0,False,False,17,2
60,0.1724,"[416.8, 302.4, 519.4, 587.2]",,,0.0,False,False,17,2
60,0.1698,"[1867.1, 282.8, 1921.1, 441.5]",19,"[1868.5284264741786, 282.35746147277627, 1916.4129797758214, 442.2950043475363]",0.8803,True,False,17,2
