frame,det_score,det_box,best_lost_track_id,best_lost_track_box,iou_overlap_with_lost,could_rescue_lost_track,rescued,n_dlow_this_frame,n_newly_lost_this_frame
3,0.4157,"[1432.4, 498.5, 1445.9, 541.0]",,,0.0,False,False,14,0
3,0.2541,"[172.3, 501.2, 199.6, 564.6]",,,0.0,False,False,14,0
3,0.2414,"[1668.6, 525.5, 1701.0, 608.5]",,,0.0,False,False,14,0
3,0.1828,"[615.9, 566.0, 664.5, 677.4]",,,0.0,False,False,14,0
3,0.1582,"[142.8, 440.8, 236.6, 706.7]",,,0.0,False,False,14,0
3,0.1443,"[1680.8, 530.9, 1710.5, 611.2]",,,0.0,False,False,14,0
3,0.1128,"[701.3, 501.2, 722.9, 559.2]",,,0.0,False,False,14,0
3,0.1003,"[170.3, 503.9, 197.6, 582.2]",,,0.0,False,False,14,0
4,0.5547,"[1409.4, 505.2, 1425.6, 546.4]",,,0.0,False,False,12,4
4,0.5511,"[1676.7, 535.3, 1709.1, 611.6]",,,0.0,False,False,12,4
4,0.4644,"[1495.8, 509.6, 1514.7, 562.3]",6,"[1495.2486500090645, 511.39718688797103, 1512.9342113190605, 559.9701226823415]",0.8144,True,False,12,4
4,0.4557,"[680.7, 517.7, 708.8, 594.7]",,,0.0,False,False,12,4
4,0.4517,"[1328.4, 498.5, 1343.2, 541.7]",10,"[1327.6911759787595, 500.09533588503626, 1342.2280134743658, 538.5806895055888]",0.7957,True,False,12,4
4,0.2602,"[298.4, 465.1, 319.3, 510.3]",,,0.0,False,False,12,4
4,0.1911,"[807.3, 480.3, 822.2, 518.7]",,,0.0,False,False,12,4
4,0.1884,"[1200.8, 495.5, 1213.0, 529.9]",8,"[1198.0591317178666, 495.33558616550636, 1210.5189932821331, 528.9116062173061]",0.6332,True,False,12,4
4,0.1856,"[186.8, 492.1, 209.8, 558.2]",11,"[185.11557013111133, 491.18048754950354, 211.3994750349043, 563.4418269036215]",0.7993,True,False,12,4
4,0.1308,"[4.9, 507.6, 40.4, 606.8]",,,0.0,False,False,12,4
4,0.125,"[612.9, 580.2, 660.8, 676.7]",,,0.0,False,False,12,4
4,0.1024,"[633.5, 586.2, 689.5, 728.3]",,,0.0,False,False,12,4
5,0.54,"[860.6, 501.9, 890.3, 585.6]",,,0.0,False,False,15,0
5,0.4428,"[807.3, 477.2, 822.2, 513.7]",,,0.0,False,False,15,0
5,0.4239,"[162.4, 495.5, 196.9, 563.6]",,,0.0,False,False,15,0
5,0.3728,"[1329.1, 496.5, 1342.6, 530.2]",,,0.0,False,False,15,0
5,0.311,"[1200.2, 494.1, 1213.7, 531.2]",,,0.0,False,False,15,0
5,0.293,"[1695.6, 535.3, 1722.6, 612.2]",,,0.0,False,False,15,0
5,0.2213,"[845.1, 503.9, 873.5, 584.2]",,,0.0,False,False,15,0
5,0.2182,"[623.4, 581.2, 688.8, 732.4]",,,0.0,False,False,15,0
5,0.2023,"[1683.5, 529.2, 1718.6, 611.6]",,,0.0,False,False,15,0
5,0.1751,"[1497.2, 508.3, 1516.1, 562.3]",,,0.0,False,False,15,0
5,0.1554,"[294.3, 467.1, 317.6, 516.4]",,,0.0,False,False,15,0
5,0.1452,"[634.2, 578.8, 677.4, 686.8]",,,0.0,False,False,15,0
5,0.1369,"[1440.5, 499.2, 1459.4, 551.8]",,,0.0,False,False,15,0
5,0.1081,"[177.9, 550.1, 228.5, 685.8]",,,0.0,False,False,15,0
5,0.1038,"[81.0, 491.4, 106.8, 558.2]",,,0.0,False,False,15,0
6,0.576,"[860.0, 502.9, 889.7, 586.6]",14,"[839.8458107113768, 508.69333390512634, 873.0965721011231, 596.2224375792487]",0.2342,False,False,14,1
6,0.5613,"[845.1, 506.6, 876.2, 593.7]",14,"[839.8458107113768, 508.69333390512634, 873.0965721011231, 596.2224375792487]",0.7353,True,False,14,1
6,0.5533,"[158.1, 494.4, 191.9, 562.6]",,,0.0,False,False,14,1
6,0.4975,"[1498.5, 506.9, 1520.1, 564.3]",,,0.0,False,False,14,1
6,0.4623,"[166.6, 544.0, 214.8, 688.5]",,,0.0,False,False,14,1
6,0.4484,"[75.0, 488.0, 104.1, 568.4]",,,0.0,False,False,14,1
6,0.3251,"[1377.0, 500.2, 1393.2, 538.7]",,,0.0,False,False,14,1
6,0.3118,"[835.0, 513.7, 868.7, 600.8]",14,"[839.8458107113768, 508.69333390512634, 873.0965721011231, 596.2224375792487]",0.6879,True,False,14,1
6,0.1821,"[1444.5, 496.8, 1466.1, 550.8]",,,0.0,False,False,14,1
6,0.1648,"[1460.7, 495.8, 1482.3, 546.4]",,,0.0,False,False,14,1
6,0.1514,"[1454.0, 495.8, 1478.2, 548.4]",,,0.0,False,False,14,1
6,0.1329,"[622.4, 597.4, 683.1, 732.4]",,,0.0,False,False,14,1
6,0.1277,"[808.0, 478.6, 822.8, 517.7]",,,0.0,False,False,14,1
6,0.1137,"[871.4, 486.7, 889.0, 533.9]",14,"[839.8458107113768, 508.69333390512634, 873.0965721011231, 596.2224375792487]",0.0114,False,False,14,1
7,0.5674,"[765.5, 482.3, 780.3, 518.1]",,,0.0,False,False,17,2
7,0.55,"[1703.7, 532.9, 1730.7, 612.6]",5,"[1705.0920953843872, 534.0842968287905, 1731.4613714124876, 614.4940723118347]",0.8888,True,False,17,2
7,0.5347,"[1475.6, 510.3, 1497.2, 566.3]",,,0.0,False,False,17,2
7,0.4978,"[66.0, 491.4, 97.1, 563.0]",,,0.0,False,False,17,2
7,0.4257,"[793.8, 484.7, 808.7, 521.8]",13,"[790.8323907279683, 481.8379489487075, 807.9466620064067, 526.3493069106675]",0.6666,True,False,17,2
7,0.3672,"[436.4, 516.4, 467.4, 593.3]",,,0.0,False,False,17,2
7,0.3198,"[153.1, 550.8, 204.4, 693.2]",,,0.0,False,False,17,2
7,0.3061,"[785.7, 485.0, 800.6, 520.1]",13,"[790.8323907279683, 481.8379489487075, 807.9466620064067, 526.3493069106675]",0.3621,True,False,17,2
7,0.193,"[1377.7, 502.2, 1393.2, 538.0]",,,0.0,False,False,17,2
7,0.1713,"[151.8, 450.2, 186.1, 523.8]",,,0.0,False,False,17,2
7,0.1655,"[1809.0, 531.6, 1841.4, 633.5]",,,0.0,False,False,17,2
7,0.1611,"[828.9, 520.8, 855.9, 600.4]",,,0.0,False,False,17,2
7,0.156,"[760.7, 482.6, 775.6, 517.7]",,,0.0,False,False,17,2
7,0.132,"[612.2, 595.0, 670.3, 735.8]",,,0.0,False,False,17,2
7,0.1314,"[805.3, 482.6, 820.1, 519.1]",13,"[790.8323907279683, 481.8379489487075, 807.9466620064067, 526.3493069106675]",0.0808,False,False,17,2
7,0.1283,"[1498.5, 507.6, 1520.1, 564.3]",,,0.0,False,False,17,2
7,0.1048,"[802.6, 483.3, 817.4, 520.4]",13,"[790.8323907279683, 481.8379489487075, 807.9466620064067, 526.3493069106675]",0.1791,False,False,17,2
8,0.5698,"[613.6, 520.8, 642.6, 599.7]",19,"[610.3496960129955, 524.0145253431411, 636.270787385442, 595.2060557115464]",0.6407,True,False,9,1
8,0.4778,"[861.3, 506.6, 888.3, 586.9]",,,0.0,False,False,9,1
8,0.429,"[1333.8, 496.8, 1346.0, 529.2]",,,0.0,False,False,9,1
8,0.3728,"[147.6, 447.5, 184.1, 524.5]",,,0.0,False,False,9,1
8,0.2804,"[60.0, 490.1, 92.5, 564.3]",,,0.0,False,False,9,1
8,0.2611,"[608.9, 521.1, 635.2, 598.7]",19,"[610.3496960129955, 524.0145253431411, 636.270787385442, 595.2060557115464]",0.8331,True,False,9,1
8,0.1981,"[792.5, 480.6, 808.7, 525.2]",,,0.0,False,False,9,1
8,0.1408,"[170.4, 449.9, 191.4, 501.2]",,,0.0,False,False,9,1
8,0.1113,"[806.0, 479.6, 820.8, 518.7]",,,0.0,False,False,9,1
9,0.5749,"[628.4, 516.4, 662.9, 600.1]",18,"[629.6616991789158, 518.2714338165147, 660.6390820710843, 597.2468767303602]",0.8491,True,False,13,2
9,0.4559,"[140.9, 427.3, 200.1, 626.4]",,,0.0,False,False,13,2
9,0.4315,"[1506.6, 509.6, 1525.5, 563.0]",,,0.0,False,False,13,2
9,0.4281,"[423.2, 513.0, 457.7, 594.7]",,,0.0,False,False,13,2
9,0.4129,"[1906.2, 550.1, 1938.6, 662.2]",4,"[1901.8760477586798, 548.7958825480204, 1942.0690206006952, 656.8945471394796]",0.766,True,False,13,2
9,0.4003,"[1821.2, 545.7, 1856.2, 638.2]",,,0.0,False,False,13,2
9,0.2914,"[55.1, 492.1, 88.5, 566.3]",,,0.0,False,False,13,2
9,0.256,"[606.5, 522.8, 637.5, 602.4]",18,"[629.6616991789158, 518.2714338165147, 660.6390820710843, 597.2468767303602]",0.1353,False,False,13,2
9,0.1906,"[93.4, 488.4, 117.0, 550.5]",,,0.0,False,False,13,2
9,0.1757,"[1686.2, 549.1, 1713.2, 613.9]",,,0.0,False,False,13,2
9,0.1706,"[1479.6, 504.6, 1501.2, 560.6]",,,0.0,False,False,13,2
9,0.126,"[692.6, 507.3, 715.5, 564.0]",,,0.0,False,False,13,2
9,0.1173,"[285.4, 467.4, 309.3, 520.1]",,,0.0,False,False,13,2
10,0.4286,"[423.6, 517.4, 453.3, 591.0]",,,0.0,False,False,13,0
10,0.4021,"[415.1, 537.6, 447.5, 624.0]",,,0.0,False,False,13,0
10,0.3337,"[87.8, 483.0, 115.7, 549.8]",,,0.0,False,False,13,0
10,0.2863,"[108.2, 494.1, 133.5, 563.6]",,,0.0,False,False,13,0
10,0.2727,"[54.5, 486.0, 85.5, 561.6]",,,0.0,False,False,13,0
10,0.2492,"[117.6, 558.6, 168.1, 695.2]",,,0.0,False,False,13,0
10,0.1937,"[1420.2, 507.3, 1439.1, 555.2]",,,0.0,False,False,13,0
10,0.1772,"[767.5, 479.6, 783.7, 518.7]",,,0.0,False,False,13,0
10,0.1763,"[689.9, 504.2, 714.2, 562.3]",,,0.0,False,False,13,0
10,0.1422,"[795.8, 478.9, 812.0, 523.5]",,,0.0,False,False,13,0
10,0.1223,"[142.4, 446.2, 183.3, 534.6]",,,0.0,False,False,13,0
10,0.1206,"[1447.2, 505.9, 1466.1, 557.2]",,,0.0,False,False,13,0
10,0.1028,"[1439.1, 502.9, 1458.0, 552.2]",,,0.0,False,False,13,0
11,0.562,"[102.8, 554.9, 153.1, 685.8]",,,0.0,False,False,10,2
11,0.4885,"[1422.9, 505.9, 1441.8, 559.9]",,,0.0095,False,False,10,2
11,0.4802,"[1445.9, 501.2, 1464.8, 551.1]",,,0.0,False,False,10,2
11,0.446,"[687.2, 505.2, 710.1, 561.3]",,,0.0,False,False,10,2
11,0.3619,"[870.8, 488.0, 887.0, 532.6]",,,0.0,False,False,10,2
11,0.2147,"[1387.8, 557.5, 1449.9, 695.9]",1,"[1386.5492500617784, 555.0597949770481, 1448.3401542350966, 695.6576122495144]",0.9374,True,False,10,2
11,0.189,"[1069.9, 483.3, 1080.7, 512.3]",,,0.0,False,False,10,2
11,0.1373,"[1479.6, 505.6, 1503.9, 568.4]",,,0.0,False,False,10,2
11,0.1348,"[137.7, 431.3, 191.7, 592.7]",,,0.0,False,False,10,2
11,0.1112,"[826.9, 524.1, 852.5, 599.7]",,,0.0,False,False,10,2
12,0.5733,"[1486.4, 493.1, 1513.4, 568.0]",,,0.0,False,False,19,3
12,0.5602,"[413.1, 493.4, 436.7, 550.8]",,,0.0,False,False,19,3
12,0.5475,"[1394.6, 557.5, 1456.7, 696.6]",,,0.0,False,False,19,3
12,0.5306,"[623.7, 512.7, 654.8, 594.3]",18,"[619.2608647163854, 510.89653003850435, 651.4432368461146, 592.8788605864956]",0.7547,True,False,19,3
12,0.4135,"[830.2, 520.8, 855.9, 598.4]",,,0.0,False,False,19,3
12,0.3085,"[615.9, 514.7, 648.3, 592.3]",18,"[619.2608647163854, 510.89653003850435, 651.4432368461146, 592.8788605864956]",0.7793,True,False,19,3
12,0.258,"[411.4, 526.5, 443.8, 620.3]",,,0.0,False,False,19,3
12,0.2493,"[610.9, 515.0, 640.6, 590.6]",18,"[619.2608647163854, 510.89653003850435, 651.4432368461146, 592.8788605864956]",0.4924,True,False,19,3
12,0.1744,"[131.6, 423.9, 196.6, 643.3]",,,0.0,False,False,19,3
12,0.1548,"[596.0, 518.4, 633.2, 598.1]",19,"[599.6560553123833, 516.809596271929, 630.5547601173043, 600.7477767749461]",0.7966,True,False,19,3
12,0.1533,"[1223.1, 525.8, 1246.1, 590.0]",,,0.0,False,False,19,3
12,0.1453,"[1458.0, 511.3, 1482.3, 570.7]",,,0.0,False,False,19,3
12,0.1401,"[98.0, 557.5, 146.9, 682.4]",,,0.0,False,False,19,3
12,0.1393,"[69.2, 479.6, 103.9, 562.6]",,,0.0,False,False,19,3
12,0.1375,"[45.9, 477.6, 99.7, 574.1]",,,0.0,False,False,19,3
12,0.1305,"[1336.5, 494.1, 1348.7, 530.5]",10,"[1338.5555175540785, 495.12523382116484, 1351.8307129146717, 530.2591655928977]",0.6395,True,False,19,3
12,0.1192,"[1257.5, 355.1, 1342.6, 522.5]",,,0.0075,False,False,19,3
12,0.1083,"[46.3, 482.0, 87.1, 568.4]",,,0.0,False,False,19,3
12,0.1054,"[796.5, 479.3, 812.7, 519.8]",,,0.0,False,False,19,3
13,0.5739,"[1381.7, 492.8, 1398.6, 533.9]",16,"[1382.4475408161522, 492.6145035987529, 1398.5385431682228, 533.5935042137471]",0.9429,True,False,12,2
13,0.5422,"[870.8, 489.4, 887.0, 533.9]",,,0.0,False,False,12,2
13,0.52,"[406.4, 495.1, 430.0, 550.5]",,,0.0,False,False,12,2
13,0.5178,"[1404.0, 499.5, 1422.9, 550.1]",7,"[1402.6337801930845, 497.29147896015684, 1423.1211026194153, 548.1825200632807]",0.8525,True,False,12,2
13,0.4753,"[592.3, 516.7, 629.4, 603.1]",,,0.0,False,False,12,2
13,0.3867,"[826.9, 522.1, 853.9, 599.1]",,,0.0,False,False,12,2
13,0.3509,"[797.2, 475.2, 810.7, 511.0]",,,0.0,False,False,12,2
13,0.233,"[1487.7, 500.5, 1512.0, 562.6]",,,0.0,False,False,12,2
13,0.2114,"[380.0, 526.2, 417.2, 626.1]",,,0.0,False,False,12,2
13,0.2046,"[42.7, 494.4, 70.7, 565.3]",,,0.0,False,False,12,2
13,0.1966,"[1359.5, 490.7, 1374.3, 529.2]",,,0.0,False,False,12,2
13,0.1338,"[676.0, 507.6, 696.6, 560.9]",,,0.0,False,False,12,2
14,0.482,"[49.8, 513.3, 91.5, 637.5]",9,"[49.642248283031265, 513.0217551381653, 97.14541040837497, 633.2635231821472]",0.8487,True,False,10,1
14,0.398,"[1189.4, 491.4, 1204.2, 532.6]",,,0.0,False,False,10,1
14,0.3091,"[1436.4, 501.5, 1455.3, 550.8]",,,0.0,False,False,10,1
14,0.2946,"[798.5, 475.9, 813.4, 508.3]",,,0.0,False,False,10,1
14,0.2564,"[1227.8, 525.5, 1250.8, 591.6]",,,0.0,False,False,10,1
14,0.2357,"[362.5, 514.7, 403.0, 624.0]",,,0.0,False,False,10,1
14,0.1967,"[827.6, 522.5, 853.2, 598.7]",,,0.0,False,False,10,1
14,0.1254,"[1452.6, 501.2, 1471.5, 551.1]",,,0.0,False,False,10,1
14,0.1118,"[402.3, 493.1, 428.0, 555.2]",,,0.0,False,False,10,1
14,0.1022,"[221.7, 501.9, 396.9, 756.0]",,,0.0,False,False,10,1
15,0.5375,"[396.9, 493.1, 421.2, 554.5]",,,0.0,False,False,18,1
15,0.4882,"[795.8, 475.2, 812.0, 514.4]",,,0.0,False,False,18,1
15,0.4757,"[374.6, 488.7, 402.3, 554.2]",,,0.0,False,False,18,1
15,0.4702,"[41.5, 519.8, 81.3, 647.3]",,,0.0,False,False,18,1
15,0.4629,"[867.4, 485.7, 887.6, 536.3]",,,0.0,False,False,18,1
15,0.4117,"[1891.4, 560.2, 1921.1, 648.7]",,,0.0,False,False,18,1
15,0.4048,"[594.3, 517.4, 628.1, 601.1]",,,0.0,False,False,18,1
15,0.371,"[1719.9, 490.7, 1765.8, 602.8]",,,0.0,False,False,18,1
15,0.307,"[590.0, 519.1, 619.7, 598.7]",,,0.0,False,False,18,1
15,0.3034,"[1387.8, 489.7, 1406.7, 532.2]",16,"[1385.3973809023198, 487.9681807282413, 1401.98250191018, 530.3133134123836]",0.619,True,False,18,1
15,0.2622,"[1187.3, 486.0, 1204.9, 529.2]",,,0.0,False,False,18,1
15,0.2347,"[826.2, 513.3, 854.6, 598.4]",,,0.0,False,False,18,1
15,0.208,"[779.6, 476.6, 794.5, 517.7]",,,0.0,False,False,18,1
15,0.1508,"[667.9, 503.6, 689.5, 560.2]",,,0.0,False,False,18,1
15,0.131,"[793.1, 477.9, 809.3, 520.4]",,,0.0,False,False,18,1
15,0.131,"[1390.5, 488.7, 1412.1, 532.6]",16,"[1385.3973809023198, 487.9681807282413, 1401.98250191018, 530.3133134123836]",0.4076,True,False,18,1
15,0.114,"[799.9, 475.5, 814.7, 512.7]",,,0.0,False,False,18,1
15,0.1112,"[126.6, 448.5, 165.5, 530.2]",,,0.0,False,False,18,1
16,0.5305,"[783.7, 474.5, 799.9, 518.4]",,,0.0,False,False,13,1
16,0.4417,"[392.9, 490.4, 418.5, 554.5]",,,0.0,False,False,13,1
16,0.4072,"[184.1, 446.9, 208.4, 502.9]",,,0.0,False,False,13,1
16,0.3333,"[1865.7, 560.9, 1892.7, 641.2]",,,0.0,False,False,13,1
16,0.3244,"[373.6, 485.3, 398.6, 540.7]",,,0.0,False,False,13,1
16,0.2534,"[1362.2, 491.7, 1375.7, 529.5]",,,0.0,False,False,13,1
16,0.207,"[666.6, 502.5, 688.2, 559.2]",,,0.0,False,False,13,1
16,0.205,"[33.7, 560.9, 96.7, 724.3]",,,0.0,False,False,13,1
16,0.164,"[152.3, 446.9, 172.5, 498.8]",,,0.0,False,False,13,1
16,0.1368,"[32.4, 565.0, 80.7, 696.6]",,,0.0,False,False,13,1
16,0.1313,"[841.7, 484.0, 862.0, 533.2]",,,0.0,False,False,13,1
16,0.1226,"[128.7, 442.8, 157.9, 502.9]",,,0.0,False,False,13,1
16,0.1058,"[621.0, 478.9, 640.6, 534.3]",18,"[596.4796560476104, 513.2864712534083, 629.4024240305146, 597.4408236684667]",0.0479,False,False,13,1
17,0.5496,"[854.6, 509.6, 882.9, 589.3]",,,0.0,False,False,23,3
17,0.5357,"[839.7, 485.7, 858.6, 534.3]",,,0.0,False,False,23,3
17,0.4926,"[1389.2, 487.4, 1405.4, 528.5]",16,"[1389.2251034037113, 486.8226444118303, 1405.416742299414, 528.1452510959822]",0.9698,True,False,23,3
17,0.4905,"[178.0, 461.0, 201.7, 516.4]",,,0.0,False,False,23,3
17,0.4753,"[1725.3, 530.9, 1752.3, 599.7]",,,0.0,False,False,23,3
17,0.4533,"[16.8, 577.1, 71.5, 747.2]",2,"[-37.44786772140429, 567.9753612968249, 30.909001678313473, 742.7710986641125]",0.1239,False,False,23,3
17,0.3332,"[763.4, 481.3, 778.3, 518.4]",,,0.0,False,False,23,3
17,0.3163,"[793.8, 480.9, 810.0, 520.8]",,,0.0,False,False,23,3
17,0.3082,"[1458.0, 489.7, 1476.9, 542.4]",,,0.0,False,False,23,3
17,0.2984,"[1203.5, 485.7, 1218.4, 526.8]",,,0.0,False,False,23,3
17,0.2218,"[363.5, 507.9, 383.1, 555.9]",,,0.0,False,False,23,3
17,0.2135,"[386.8, 503.6, 411.8, 567.7]",,,0.0,False,False,23,3
17,0.2082,"[119.3, 459.0, 151.4, 524.5]",,,0.0,False,False,23,3
17,0.1855,"[1494.5, 493.4, 1518.8, 552.2]",,,0.0,False,False,23,3
17,0.1829,"[168.2, 518.7, 358.1, 789.1]",,,0.0,False,False,23,3
17,0.1803,"[1413.5, 491.1, 1429.7, 533.6]",7,"[1412.1948361898724, 489.64487723285356, 1431.5185427163776, 538.4237262827714]",0.7309,True,False,23,3
17,0.18,"[606.2, 507.6, 633.2, 591.3]",,,0.0,False,False,23,3
17,0.1203,"[386.4, 498.2, 408.0, 547.4]",,,0.0,False,False,23,3
17,0.1179,"[1336.5, 484.0, 1352.7, 524.5]",,,0.0,False,False,23,3
17,0.1157,"[142.3, 460.7, 162.9, 514.7]",,,0.0,False,False,23,3
17,0.1124,"[-33.2, 602.4, 22.1, 745.2]",2,"[-37.44786772140429, 567.9753612968249, 30.909001678313473, 742.7710986641125]",0.6424,True,False,23,3
17,0.1019,"[371.2, 504.9, 393.5, 558.9]",,,0.0,False,False,23,3
17,0.1011,"[372.9, 496.1, 393.2, 546.8]",,,0.0,False,False,23,3
18,0.5018,"[360.1, 495.1, 383.7, 546.4]",,,0.0,False,False,13,1
18,0.4191,"[178.5, 448.5, 205.5, 512.7]",,,0.0,False,False,13,1
18,0.3918,"[1344.6, 492.8, 1358.1, 526.5]",,,0.0,False,False,13,1
18,0.3256,"[382.4, 493.8, 408.0, 557.2]",,,0.0,False,False,13,1
18,0.2625,"[1414.8, 499.5, 1433.7, 548.8]",,,0.0,False,False,13,1
18,0.262,"[363.2, 488.7, 387.5, 543.4]",,,0.0,False,False,13,1
18,0.2616,"[1188.7, 493.1, 1206.2, 532.9]",31,"[1190.415694659026, 491.6871032714844, 1208.185867840974, 534.7521057128906]",0.7544,True,False,13,1
18,0.1319,"[826.2, 515.4, 857.2, 602.4]",,,0.0,False,False,13,1
18,0.1308,"[384.1, 484.3, 405.7, 537.0]",,,0.0,False,False,13,1
18,0.1277,"[120.3, 444.8, 151.4, 509.6]",,,0.0,False,False,13,1
18,0.124,"[607.2, 505.2, 631.5, 578.8]",,,0.0,False,False,13,1
18,0.1157,"[1055.7, 481.6, 1067.8, 516.7]",,,0.0,False,False,13,1
18,0.1054,"[1518.8, 499.2, 1543.1, 564.0]",,,0.0,False,False,13,1
19,0.5394,"[336.3, 499.5, 361.8, 560.2]",,,0.0,False,False,28,2
19,0.5383,"[1204.2, 489.7, 1219.1, 530.9]",,,0.0,False,False,28,2
19,0.513,"[358.1, 504.9, 380.4, 557.5]",,,0.0,False,False,28,2
19,0.4979,"[172.6, 453.9, 200.6, 520.8]",,,0.0,False,False,28,2
19,0.4912,"[382.1, 512.7, 403.7, 567.3]",,,0.0,False,False,28,2
19,0.456,"[583.2, 525.8, 616.3, 610.9]",,,0.0,False,False,28,2
19,0.4384,"[798.5, 476.6, 813.4, 515.0]",,,0.0,False,False,28,2
19,0.4004,"[758.7, 480.3, 776.2, 518.7]",,,0.0,False,False,28,2
19,0.3731,"[1529.6, 501.5, 1553.9, 563.6]",6,"[1525.5334431870606, 502.2534148401595, 1548.6909220473142, 564.3361847692155]",0.6629,True,False,28,2
19,0.3642,"[1462.1, 495.1, 1481.0, 549.1]",,,0.0,False,False,28,2
19,0.3514,"[793.8, 482.0, 810.0, 522.5]",,,0.0,False,False,28,2
19,0.3278,"[1393.2, 491.4, 1409.4, 535.3]",16,"[1393.1815530516758, 493.9743453831031, 1409.5342672608244, 535.7602737575219]",0.9228,True,False,28,2
19,0.2789,"[1539.0, 499.5, 1566.0, 567.0]",6,"[1525.5334431870606, 502.2534148401595, 1548.6909220473142, 564.3361847692155]",0.2263,False,False,28,2
19,0.2701,"[1533.6, 500.9, 1557.9, 565.7]",6,"[1525.5334431870606, 502.2534148401595, 1548.6909220473142, 564.3361847692155]",0.4514,True,False,28,2
19,0.2421,"[587.9, 525.5, 621.7, 615.9]",,,0.0,False,False,28,2
19,0.2407,"[378.3, 494.8, 399.9, 544.7]",,,0.0,False,False,28,2
19,0.2318,"[824.9, 516.4, 855.9, 602.8]",,,0.0,False,False,28,2
19,0.2213,"[114.0, 444.2, 146.9, 518.4]",,,0.0,False,False,28,2
19,0.2085,"[1055.0, 485.0, 1067.2, 519.4]",,,0.0,False,False,28,2
19,0.2038,"[801.2, 475.9, 816.1, 513.7]",,,0.0,False,False,28,2
19,0.1789,"[363.8, 493.4, 385.4, 544.7]",,,0.0,False,False,28,2
19,0.1672,"[1186.7, 488.7, 1204.2, 532.6]",,,0.0,False,False,28,2
19,0.1526,"[1416.2, 496.8, 1437.8, 552.2]",,,0.0,False,False,28,2
19,0.1434,"[1071.2, 482.3, 1082.0, 510.6]",,,0.0,False,False,28,2
19,0.1233,"[803.9, 478.6, 818.8, 518.4]",,,0.0,False,False,28,2
19,0.1149,"[360.8, 507.6, 383.1, 562.3]",,,0.0,False,False,28,2
